============================================================================================================================================================================================================================================================================================ 
Input  ECAL_01   ECAL_02   ECAL_03   ECAL_04   ECAL_05   ECAL_06   ECAL_07   ECAL_08   ECAL_09   ECAL_10   ECAL_11   ECAL_12   ECAL_13   ECAL_14   ECAL_15   ECAL_16   ECAL_17   ECAL_18   ECAL_19   ECAL_20   ECAL_21   ECAL_22   ECAL_23   ECAL_24   ECAL_25   ECAL_26   ECAL_27   ECAL_28 
0x057   0x605a    0x6059    0x6059    0x605a    0x605a    0x605a    0x605a    0x605b    0x605b    0x605c    0x605c    0x605c    0x605e    0x605f    0x605f    0x6060    0x6063    0x606e    0x6063    0x6069    0x606b    0x606b    0x6069    0x6068    0x6068    0x6065    0x6057    0x6057    
0x058   0x605b    0x605a    0x605a    0x605b    0x605b    0x605b    0x605c    0x605c    0x605c    0x605d    0x605d    0x605d    0x605f    0x6061    0x6060    0x6061    0x6064    0x6070    0x6064    0x606a    0x606c    0x606d    0x606a    0x6069    0x6069    0x6066    0x6058    0x6058    
0x059   0x605c    0x605b    0x605b    0x605c    0x605c    0x605c    0x605d    0x605d    0x605d    0x605e    0x605e    0x605e    0x6060    0x6062    0x6061    0x6062    0x6065    0x6071    0x6065    0x606c    0x606d    0x606e    0x606b    0x606a    0x606a    0x6067    0x6059    0x6059    
0x05a   0x605d    0x605c    0x605c    0x605d    0x605d    0x605d    0x605d    0x605e    0x605e    0x605f    0x605e    0x605f    0x6060    0x6062    0x6062    0x6062    0x6066    0x6071    0x6066    0x606c    0x606d    0x606e    0x606b    0x606b    0x606b    0x6069    0x605a    0x605a    
0x05b   0x605e    0x605d    0x605d    0x605e    0x605e    0x605e    0x605e    0x605f    0x605f    0x6060    0x6060    0x6060    0x6062    0x6063    0x6063    0x6063    0x6067    0x6072    0x6067    0x606d    0x606f    0x606f    0x606d    0x606c    0x606c    0x606a    0x605b    0x605b    
0x05c   0x605f    0x605e    0x605e    0x605f    0x605f    0x6060    0x605f    0x6060    0x6060    0x6061    0x6061    0x6061    0x6063    0x6065    0x6064    0x6064    0x6068    0x6073    0x6068    0x606e    0x6070    0x6070    0x606e    0x606e    0x606d    0x606b    0x605c    0x605c    
0x05d   0x6060    0x605f    0x605f    0x6060    0x6060    0x6061    0x6060    0x6061    0x6061    0x6062    0x6062    0x6062    0x6064    0x6066    0x6065    0x6065    0x6069    0x6075    0x606a    0x6070    0x6071    0x6072    0x606f    0x606f    0x606e    0x606c    0x605d    0x605d    
0x05e   0x6061    0x6060    0x6060    0x6061    0x6061    0x6062    0x6061    0x6062    0x6062    0x6063    0x6063    0x6063    0x6065    0x6067    0x6066    0x6066    0x606a    0x6076    0x606b    0x6071    0x6072    0x6073    0x6070    0x6070    0x606f    0x606d    0x605e    0x605e    
0x05f   0x6062    0x6061    0x6061    0x6062    0x6062    0x6063    0x6063    0x6063    0x6063    0x6064    0x6064    0x6064    0x6066    0x6068    0x6067    0x6068    0x606b    0x6077    0x606c    0x6072    0x6074    0x6074    0x6071    0x6071    0x6071    0x606e    0x605f    0x605f    
0x060   0x6063    0x6062    0x6062    0x6063    0x6063    0x6064    0x6064    0x6064    0x6064    0x6065    0x6065    0x6065    0x6067    0x6069    0x6068    0x6069    0x606d    0x6079    0x606d    0x6073    0x6075    0x6075    0x6073    0x6072    0x6072    0x6070    0x6060    0x6060    
0x061   0x6064    0x6063    0x6063    0x6064    0x6064    0x6065    0x6065    0x6065    0x6066    0x6066    0x6066    0x6066    0x6068    0x606a    0x606a    0x606a    0x606e    0x607a    0x606e    0x6074    0x6076    0x6077    0x6074    0x6074    0x6073    0x6071    0x6061    0x6061    
0x062   0x6065    0x6064    0x6065    0x6065    0x6065    0x6066    0x6066    0x6066    0x6067    0x6067    0x6067    0x6068    0x6069    0x606b    0x606b    0x606b    0x606f    0x607b    0x606f    0x6076    0x6077    0x6078    0x6075    0x6075    0x6074    0x6072    0x6062    0x6062    
0x063   0x6066    0x6065    0x6066    0x6066    0x6066    0x6067    0x6067    0x6067    0x6068    0x6068    0x6068    0x6069    0x606a    0x606c    0x606c    0x606c    0x6070    0x607c    0x6070    0x6077    0x6078    0x6079    0x6076    0x6076    0x6075    0x6073    0x6063    0x6063    
0x064   0x6067    0x6066    0x6067    0x6067    0x6067    0x6068    0x6068    0x6068    0x6069    0x6069    0x6069    0x606a    0x606b    0x606d    0x606d    0x606d    0x6071    0x607e    0x6072    0x6078    0x607a    0x607a    0x6077    0x6077    0x6077    0x6074    0x6064    0x6064    
0x065   0x6068    0x6067    0x6068    0x6068    0x6068    0x6069    0x6069    0x6069    0x606a    0x606a    0x606a    0x606b    0x606c    0x606e    0x606e    0x606e    0x6072    0x607f    0x6073    0x6079    0x607b    0x607c    0x6079    0x6078    0x6078    0x6075    0x6065    0x6065    
0x066   0x6069    0x6069    0x6069    0x6069    0x606a    0x606a    0x606a    0x606a    0x606b    0x606b    0x606b    0x606c    0x606d    0x6070    0x606f    0x606f    0x6073    0x7080    0x6074    0x607a    0x607c    0x607d    0x607a    0x607a    0x6079    0x6077    0x6066    0x6066    
0x067   0x606a    0x606a    0x606a    0x606a    0x606b    0x606b    0x606b    0x606b    0x606c    0x606d    0x606c    0x606d    0x606e    0x6071    0x6070    0x6070    0x6074    0x7081    0x6075    0x607c    0x607d    0x607e    0x607b    0x607b    0x607a    0x6078    0x6067    0x6067    
0x068   0x606b    0x606b    0x606b    0x606b    0x606c    0x606c    0x606c    0x606c    0x606d    0x606e    0x606d    0x606e    0x6070    0x6072    0x6071    0x6071    0x6076    0x7083    0x6076    0x607d    0x607f    0x607f    0x607c    0x607c    0x607b    0x6079    0x6068    0x6068    
0x069   0x606c    0x606c    0x606c    0x606c    0x606d    0x606d    0x606d    0x606d    0x606e    0x606f    0x606e    0x606f    0x6071    0x6073    0x6072    0x6073    0x6077    0x7084    0x6077    0x607e    0x7080    0x7080    0x607d    0x607d    0x607d    0x607a    0x6069    0x6069    
0x06a   0x606d    0x606d    0x606d    0x606d    0x606e    0x606e    0x606e    0x606e    0x606f    0x6070    0x606f    0x6070    0x6072    0x6074    0x6073    0x6074    0x6078    0x7085    0x6078    0x607f    0x7081    0x7082    0x607f    0x607e    0x607e    0x607b    0x606a    0x606a    
0x06b   0x606e    0x606e    0x606e    0x606e    0x606f    0x606f    0x606f    0x606f    0x6070    0x6071    0x6070    0x6071    0x6073    0x6075    0x6074    0x6075    0x6079    0x7086    0x607a    0x7080    0x7082    0x7083    0x7080    0x7080    0x607f    0x607c    0x606b    0x606b    
0x06c   0x606f    0x606f    0x606f    0x606f    0x6070    0x6070    0x6070    0x6070    0x6071    0x6072    0x6071    0x6072    0x6074    0x6076    0x6076    0x6076    0x607a    0x7088    0x607b    0x7082    0x7083    0x7084    0x7081    0x7081    0x7080    0x607e    0x606c    0x606c    
0x06d   0x6070    0x6070    0x6070    0x6070    0x6071    0x6071    0x6071    0x6071    0x6072    0x6073    0x6073    0x6073    0x6075    0x6077    0x6077    0x6077    0x607b    0x7089    0x607c    0x7083    0x7085    0x7085    0x7082    0x7082    0x7081    0x607f    0x606d    0x606d    
0x06e   0x6071    0x6071    0x6071    0x6071    0x6072    0x6072    0x6072    0x6072    0x6073    0x6074    0x6074    0x6074    0x6076    0x6078    0x6078    0x6078    0x607c    0x708a    0x607d    0x7084    0x7086    0x7087    0x7083    0x7083    0x7082    0x7080    0x606e    0x606e    
0x06f   0x6072    0x6072    0x6072    0x6072    0x6073    0x6073    0x6073    0x6073    0x6074    0x6075    0x6075    0x6075    0x6077    0x6079    0x6079    0x6079    0x607e    0x708b    0x607e    0x7085    0x7087    0x7088    0x7085    0x7084    0x7084    0x7081    0x606f    0x606f    
0x070   0x6073    0x6073    0x6073    0x6073    0x6074    0x6074    0x6074    0x6075    0x6075    0x6076    0x6076    0x6076    0x6078    0x607b    0x607a    0x607a    0x607f    0x708d    0x607f    0x7087    0x7088    0x7089    0x7086    0x7086    0x7085    0x7082    0x6070    0x6070    
0x071   0x6074    0x6074    0x6074    0x6074    0x6075    0x6075    0x6075    0x6076    0x6076    0x6077    0x6077    0x6077    0x6079    0x607c    0x607b    0x607b    0x7080    0x708e    0x7080    0x7088    0x708a    0x708a    0x7087    0x7087    0x7086    0x7083    0x6071    0x6071    
0x072   0x6075    0x6075    0x6075    0x6076    0x6076    0x6076    0x6076    0x6077    0x6077    0x6078    0x6078    0x6079    0x607a    0x607d    0x607c    0x607c    0x7081    0x708f    0x7082    0x7089    0x708b    0x708b    0x7088    0x7088    0x7087    0x7085    0x6072    0x6072    
0x073   0x6076    0x6076    0x6076    0x6077    0x6077    0x6078    0x6077    0x6078    0x6078    0x6079    0x6079    0x607a    0x607b    0x607e    0x607d    0x607d    0x7082    0x7090    0x7083    0x708a    0x708c    0x708d    0x7089    0x7089    0x7088    0x7086    0x6073    0x6073    
0x074   0x6078    0x6077    0x6077    0x6078    0x6078    0x6079    0x6078    0x6079    0x6079    0x607a    0x607a    0x607b    0x607c    0x607f    0x607e    0x607f    0x7083    0x7092    0x7084    0x708b    0x708d    0x708e    0x708b    0x708a    0x708a    0x7087    0x6074    0x6074    
0x075   0x6079    0x6078    0x6078    0x6079    0x6079    0x607a    0x6079    0x607a    0x607b    0x607b    0x607b    0x607c    0x607e    0x7080    0x607f    0x7080    0x7084    0x7093    0x7085    0x708d    0x708e    0x708f    0x708c    0x708c    0x708b    0x7088    0x6075    0x6075    
0x076   0x607a    0x6079    0x6079    0x607a    0x607a    0x607b    0x607a    0x607b    0x607c    0x607c    0x607c    0x607d    0x607f    0x7081    0x7080    0x7081    0x7085    0x7094    0x7086    0x708e    0x7090    0x7090    0x708d    0x708d    0x708c    0x7089    0x6076    0x6076    
0x077   0x607b    0x607a    0x607a    0x607b    0x607b    0x607c    0x607c    0x607c    0x607d    0x607d    0x607d    0x607e    0x7080    0x7082    0x7082    0x7082    0x7087    0x7096    0x7087    0x708f    0x7091    0x7092    0x708e    0x708e    0x708d    0x708a    0x6077    0x6077    
0x078   0x607c    0x607b    0x607b    0x607c    0x607c    0x607d    0x607d    0x607d    0x607e    0x607f    0x607e    0x607f    0x7081    0x7083    0x7083    0x7083    0x7088    0x7097    0x7088    0x7090    0x7092    0x7093    0x708f    0x708f    0x708e    0x708c    0x6078    0x6078    
0x079   0x607d    0x607c    0x607c    0x607d    0x607d    0x607e    0x607e    0x607e    0x607f    0x7080    0x607f    0x7080    0x7082    0x7084    0x7084    0x7084    0x7089    0x7098    0x708a    0x7091    0x7093    0x7094    0x7091    0x7090    0x7090    0x708d    0x6079    0x6079    
0x07a   0x607e    0x607d    0x607d    0x607e    0x607e    0x607f    0x607f    0x607f    0x7080    0x7081    0x7080    0x7081    0x7083    0x7086    0x7085    0x7085    0x708a    0x7099    0x708b    0x7093    0x7095    0x7095    0x7092    0x7092    0x7091    0x708e    0x607a    0x607a    
0x07b   0x607f    0x607e    0x607e    0x607f    0x607f    0x7080    0x7080    0x7080    0x7081    0x7082    0x7081    0x7082    0x7084    0x7087    0x7086    0x7086    0x708b    0x709b    0x708c    0x7094    0x7096    0x7097    0x7093    0x7093    0x7092    0x708f    0x607b    0x607b    
0x07c   0x7080    0x607f    0x607f    0x7080    0x7080    0x7081    0x7081    0x7081    0x7082    0x7083    0x7082    0x7083    0x7085    0x7088    0x7087    0x7087    0x708c    0x709c    0x708d    0x7095    0x7097    0x7098    0x7094    0x7094    0x7093    0x7090    0x607c    0x607c    
0x07d   0x7081    0x7080    0x7080    0x7081    0x7081    0x7082    0x7082    0x7082    0x7083    0x7084    0x7083    0x7084    0x7086    0x7089    0x7088    0x7088    0x708d    0x709d    0x708e    0x7096    0x7098    0x7099    0x7095    0x7095    0x7094    0x7091    0x607d    0x607d    
0x07e   0x7082    0x7081    0x7081    0x7082    0x7082    0x7083    0x7083    0x7083    0x7084    0x7085    0x7084    0x7085    0x7087    0x708a    0x7089    0x708a    0x708f    0x709e    0x708f    0x7097    0x7099    0x709a    0x7097    0x7096    0x7096    0x7093    0x607e    0x607e    
0x07f   0x7083    0x7082    0x7082    0x7083    0x7084    0x7084    0x7084    0x7084    0x7085    0x7086    0x7086    0x7086    0x7088    0x708b    0x708a    0x708b    0x7090    0x70a0    0x7090    0x7099    0x709b    0x709b    0x7098    0x7097    0x7097    0x7094    0x607f    0x607f    
0x080   0x7084    0x7083    0x7083    0x7084    0x7085    0x7085    0x7085    0x7085    0x7086    0x7087    0x7087    0x7087    0x7089    0x708c    0x708b    0x708c    0x7091    0x70a1    0x7092    0x709a    0x709c    0x709d    0x7099    0x7099    0x7098    0x7095    0x7080    0x7080    
0x081   0x7085    0x7084    0x7084    0x7085    0x7086    0x7086    0x7086    0x7086    0x7087    0x7088    0x7088    0x7088    0x708a    0x708d    0x708d    0x708d    0x7092    0x70a2    0x7093    0x709b    0x709d    0x709e    0x709a    0x709a    0x7099    0x7096    0x7081    0x7081    
0x082   0x7086    0x7085    0x7086    0x7086    0x7087    0x7087    0x7087    0x7087    0x7088    0x7089    0x7089    0x708a    0x708c    0x708e    0x708e    0x708e    0x7093    0x70a3    0x7094    0x709c    0x709e    0x709f    0x709b    0x709b    0x709a    0x7097    0x7082    0x7082    
0x083   0x7087    0x7086    0x7087    0x7087    0x7088    0x7088    0x7088    0x7088    0x7089    0x708a    0x708a    0x708b    0x708d    0x708f    0x708f    0x708f    0x7094    0x70a5    0x7095    0x709d    0x709f    0x70a0    0x709d    0x709c    0x709c    0x7098    0x7083    0x7083    
0x084   0x7088    0x7087    0x7088    0x7088    0x7089    0x7089    0x7089    0x7089    0x708a    0x708b    0x708b    0x708c    0x708e    0x7091    0x7090    0x7090    0x7095    0x70a6    0x7096    0x709f    0x70a1    0x70a2    0x709e    0x709d    0x709d    0x709a    0x7084    0x7084    
0x085   0x7089    0x7088    0x7089    0x7089    0x708a    0x708a    0x708a    0x708a    0x708b    0x708c    0x708c    0x708d    0x708f    0x7092    0x7091    0x7091    0x7097    0x70a7    0x7097    0x70a0    0x70a2    0x70a3    0x709f    0x709f    0x709e    0x709b    0x7085    0x7085    
0x086   0x708a    0x7089    0x708a    0x708a    0x708b    0x708b    0x708b    0x708c    0x708c    0x708d    0x708d    0x708e    0x7090    0x7093    0x7092    0x7092    0x7098    0x70a8    0x7098    0x70a1    0x70a3    0x70a4    0x70a0    0x70a0    0x709f    0x709c    0x7086    0x7086    
0x087   0x708b    0x708a    0x708b    0x708b    0x708c    0x708c    0x708c    0x708d    0x708d    0x708e    0x708e    0x708f    0x7091    0x7094    0x7093    0x7093    0x7099    0x70aa    0x709a    0x70a2    0x70a4    0x70a5    0x70a1    0x70a1    0x70a0    0x709d    0x7087    0x7087    
0x088   0x708c    0x708c    0x708c    0x708c    0x708d    0x708d    0x708d    0x708e    0x708f    0x708f    0x708f    0x7090    0x7092    0x7095    0x7094    0x7095    0x709a    0x70ab    0x709b    0x70a3    0x70a6    0x70a7    0x70a3    0x70a2    0x70a1    0x709e    0x7088    0x7088    
0x089   0x708d    0x708d    0x708d    0x708d    0x708e    0x708e    0x708e    0x708f    0x7090    0x7091    0x7090    0x7091    0x7093    0x7096    0x7095    0x7096    0x709b    0x70ac    0x709c    0x70a5    0x70a7    0x70a8    0x70a4    0x70a3    0x70a3    0x709f    0x7089    0x7089    
0x08a   0x708e    0x708e    0x708e    0x708e    0x708f    0x7090    0x708f    0x7090    0x7091    0x7092    0x7091    0x7092    0x7094    0x7097    0x7096    0x7097    0x709c    0x70ad    0x709d    0x70a6    0x70a8    0x70a9    0x70a5    0x70a5    0x70a4    0x70a1    0x708a    0x708a    
0x08b   0x708f    0x708f    0x708f    0x708f    0x7090    0x7091    0x7090    0x7091    0x7092    0x7093    0x7092    0x7093    0x7095    0x7098    0x7097    0x7098    0x709d    0x70af    0x709e    0x70a7    0x70a9    0x70aa    0x70a6    0x70a6    0x70a5    0x70a2    0x708b    0x708b    
0x08c   0x7090    0x7090    0x7090    0x7090    0x7091    0x7092    0x7091    0x7092    0x7093    0x7094    0x7093    0x7094    0x7096    0x7099    0x7099    0x7099    0x709e    0x70b0    0x709f    0x70a8    0x70aa    0x70ab    0x70a7    0x70a7    0x70a6    0x70a3    0x708c    0x708c    
0x08d   0x7091    0x7091    0x7091    0x7091    0x7092    0x7093    0x7092    0x7093    0x7094    0x7095    0x7094    0x7095    0x7097    0x709a    0x709a    0x709a    0x70a0    0x70b1    0x70a0    0x70a9    0x70ac    0x70ad    0x70a9    0x70a8    0x70a7    0x70a4    0x708d    0x708d    
0x08e   0x7092    0x7092    0x7092    0x7092    0x7093    0x7094    0x7094    0x7094    0x7095    0x7096    0x7095    0x7096    0x7098    0x709b    0x709b    0x709b    0x70a1    0x70b3    0x70a2    0x70ab    0x70ad    0x70ae    0x70aa    0x70a9    0x70a9    0x70a5    0x708e    0x708e    
0x08f   0x7093    0x7093    0x7093    0x7094    0x7094    0x7095    0x7095    0x7095    0x7096    0x7097    0x7096    0x7097    0x709a    0x709d    0x709c    0x709c    0x70a2    0x70b4    0x70a3    0x70ac    0x70ae    0x70af    0x70ab    0x70ab    0x70aa    0x70a6    0x708f    0x708f    
0x090   0x7094    0x7094    0x7094    0x7095    0x7095    0x7096    0x7096    0x7096    0x7097    0x7098    0x7097    0x7098    0x709b    0x709e    0x709d    0x709d    0x70a3    0x70b5    0x70a4    0x70ad    0x70af    0x70b0    0x70ac    0x70ac    0x70ab    0x70a8    0x7090    0x7090    
0x091   0x7096    0x7095    0x7095    0x7096    0x7096    0x7097    0x7097    0x7097    0x7098    0x7099    0x7098    0x7099    0x709c    0x709f    0x709e    0x709e    0x70a4    0x70b6    0x70a5    0x70ae    0x70b1    0x70b2    0x70ad    0x70ad    0x70ac    0x70a9    0x7091    0x7091    
0x092   0x7097    0x7096    0x7096    0x7097    0x7097    0x7098    0x7098    0x7098    0x7099    0x709a    0x709a    0x709b    0x709d    0x70a0    0x709f    0x709f    0x70a5    0x70b8    0x70a6    0x70af    0x70b2    0x70b3    0x70af    0x70ae    0x70ad    0x70aa    0x7092    0x7092    
0x093   0x7098    0x7097    0x7097    0x7098    0x7098    0x7099    0x7099    0x7099    0x709a    0x709b    0x709b    0x709c    0x709e    0x70a1    0x70a0    0x70a1    0x70a6    0x70b9    0x70a7    0x70b1    0x70b3    0x70b4    0x70b0    0x70af    0x70af    0x70ab    0x7093    0x7093    
0x094   0x7099    0x7098    0x7098    0x7099    0x7099    0x709a    0x709a    0x709a    0x709b    0x709c    0x709c    0x709d    0x709f    0x70a2    0x70a1    0x70a2    0x70a8    0x70ba    0x70a8    0x70b2    0x70b4    0x70b5    0x70b1    0x70b1    0x70b0    0x70ac    0x7094    0x7094    
0x095   0x709a    0x7099    0x7099    0x709a    0x709a    0x709b    0x709b    0x709b    0x709c    0x709d    0x709d    0x709e    0x70a0    0x70a3    0x70a2    0x70a3    0x70a9    0x70bb    0x70aa    0x70b3    0x70b5    0x70b6    0x70b2    0x70b2    0x70b1    0x70ad    0x7095    0x7095    
0x096   0x709b    0x709a    0x709a    0x709b    0x709b    0x709c    0x709c    0x709c    0x709d    0x709e    0x709e    0x709f    0x70a1    0x70a4    0x70a3    0x70a4    0x70aa    0x70bd    0x70ab    0x70b4    0x70b7    0x70b8    0x70b3    0x70b3    0x70b2    0x70af    0x7096    0x7096    
0x097   0x709c    0x709b    0x709b    0x709c    0x709c    0x709d    0x709d    0x709d    0x709e    0x709f    0x709f    0x70a0    0x70a2    0x70a5    0x70a5    0x70a5    0x70ab    0x70be    0x70ac    0x70b6    0x70b8    0x70b9    0x70b5    0x70b4    0x70b3    0x70b0    0x7097    0x7097    
0x098   0x709d    0x709c    0x709c    0x709d    0x709e    0x709e    0x709e    0x709e    0x709f    0x70a0    0x70a0    0x70a1    0x70a3    0x70a6    0x70a6    0x70a6    0x70ac    0x70bf    0x70ad    0x70b7    0x70b9    0x70ba    0x70b6    0x70b5    0x70b5    0x70b1    0x7098    0x7098    
0x099   0x709e    0x709d    0x709d    0x709e    0x709f    0x709f    0x709f    0x709f    0x70a0    0x70a1    0x70a1    0x70a2    0x70a4    0x70a8    0x70a7    0x70a7    0x70ad    0x70c0    0x70ae    0x70b8    0x70ba    0x70bb    0x70b7    0x70b7    0x70b6    0x70b2    0x7099    0x7099    
